Chromosome/scaffold name,Start (bp),End (bp),Feature type
21,33269000,33269401,Promoter
19,58058600,58060800,Promoter
14,91352200,91352401,Promoter
1,92583800,92584601,Promoter
5,14173800,14174601,Promoter
17,16844600,16845801,Promoter
2,100924600,100925001,Promoter
13,43968401,43968801,Promoter
12,47882400,47882801,Promoter
6,107729600,107732601,Promoter
21,43817800,43818001,Promoter
8,38849800,38850001,Promoter
1,36366400,36366801,Promoter
6,10554800,10560801,Promoter
13,32314600,32317001,Promoter
19,16119000,16119201,Promoter
5,88875000,88891001,Promoter
1,171250600,171252201,Promoter
1,165767600,165770401,Promoter
16,67277600,67280401,Promoter
17,38350400,38354801,Promoter
13,40494200,40495001,Promoter
X,110008200,110008401,Promoter
1,205809000,205809401,Promoter
8,73008000,73012401,Promoter
16,886200,887201,Promoter
3,129592400,129599201,Promoter
14,53149400,53149601,Promoter
1,115283000,115283801,Promoter
3,69120601,69122601,Promoter
15,67103400,67104201,Promoter
17,6752000,6753801,Promoter
5,160117201,160120401,Promoter
17,63960800,63962201,Promoter
5,134631400,134633600,Promoter
2,241806600,241807201,Promoter
2,42491200,42496001,Promoter
14,91247200,91249601,Promoter
12,124382200,124382401,Promoter
1,211348200,211348600,Promoter
1,92831400,92835001,Promoter
19,14783200,14785801,Promoter
8,28383200,28388001,Promoter
7,74649600,74651001,Promoter
15,63517600,63517801,Promoter
7,153886601,153888601,Promoter
17,74758000,74760201,Promoter
21,42319600,42320401,Promoter
8,17605600,17606001,Promoter
4,163608600,163614401,Promoter
1,234978400,234979401,Promoter
5,95843000,95843401,Promoter
1,26862000,26862201,Promoter
6,33311600,33319001,Promoter
3,75433600,75437001,Promoter
19,38263800,38268801,Promoter
6,85639600,85646000,Promoter
15,50423400,50426601,Promoter
19,47225201,47233400,Promoter
9,126704400,126705001,Promoter
4,47912000,47915801,Promoter
1,1598800,1601201,Promoter
10,13527000,13530001,Promoter
2,234980600,234982201,Promoter
9,127874400,127874801,Promoter
22,24496201,24496401,Promoter
13,20901000,20903801,Promoter
11,121590000,121590401,Promoter
5,173325200,173325601,Promoter
12,22045600,22048001,Promoter
19,33282200,33282401,Promoter
14,91395800,91398001,Promoter
17,43719600,43721601,Promoter
22,38390400,38391601,Promoter
22,23486401,23487000,Promoter
22,39944000,39945001,Promoter
7,106731000,106731401,Promoter
19,45764600,45764801,Promoter
19,17135200,17138001,Promoter
17,20008600,20011401,Promoter
4,154548800,154551001,Promoter
6,26269000,26275201,Promoter
5,179343600,179346201,Promoter
4,89309000,89309801,Promoter
8,76307601,76309000,Promoter
1,2207000,2208201,Promoter
11,75771400,75771601,Promoter
5,157106400,157110001,Promoter
3,125061400,125061801,Promoter
19,41438800,41440601,Promoter
14,61277401,61282201,Promoter
3,179259200,179259600,Promoter
15,34754201,34754401,Promoter
9,72948200,72948401,Promoter
X,13891600,13891801,Promoter
1,90717600,90718801,Promoter
13,19564601,19565600,Promoter
1,47993400,47994601,Promoter
9,37422000,37424401,Promoter
2,96263800,96267801,Promoter
20,1488400,1492801,Promoter
19,53616801,53617000,Promoter
19,1457000,1457201,Promoter
22,50114400,50115001,Promoter
6,44269200,44269601,Promoter
9,126804201,126808001,Promoter
8,123179200,123179401,Promoter
2,218166400,218166601,Promoter
18,50966001,50970201,Promoter
1,214602400,214606200,Promoter
17,35312800,35314401,Promoter
4,90235001,90235400,Promoter
9,97037601,97040000,Promoter
18,63979400,63980201,Promoter
6,35667800,35668401,Promoter
12,52953200,52953601,Promoter
7,107470000,107470401,Promoter
2,197212800,197213001,Promoter
11,12092600,12093001,Promoter
12,113244200,113246801,Promoter
8,30391000,30392801,Promoter
5,72181200,72181801,Promoter
17,63771400,63776601,Promoter
X,143757201,143758400,Promoter
15,70505000,70505401,Promoter
9,137194600,137202201,Promoter
17,27526800,27527201,Promoter
X,71107400,71113201,Promoter
15,85703400,85703801,Promoter
2,241314000,241319601,Promoter
9,83704600,83709401,Promoter
8,23064400,23065001,Promoter
14,21264000,21265001,Promoter
15,40252400,40253401,Promoter
19,36488000,36491001,Promoter
2,118841200,118848601,Promoter
15,88910800,88914400,Promoter
5,34242200,34246600,Promoter
12,57452600,57453001,Promoter
10,100518800,100520400,Promoter
13,49628000,49630201,Promoter
X,21373001,21377201,Promoter
15,41827000,41829401,Promoter
1,39634800,39640401,Promoter
3,136249600,136251801,Promoter
2,216606600,216607001,Promoter
14,92704400,92704801,Promoter
4,1174400,1175401,Promoter
1,109669600,109669801,Promoter
12,56467401,56470201,Promoter
20,3900800,3901201,Promoter
10,46596600,46598401,Promoter
13,23377800,23378001,Promoter
7,76281200,76283601,Promoter
3,134793801,134794401,Promoter
22,42957400,42960401,Promoter
2,152097400,152099801,Promoter
9,136564200,136565201,Promoter
17,50160800,50162001,Promoter
11,9261800,9266601,Promoter
19,32404000,32407801,Promoter
16,89564600,89565201,Promoter
22,18572600,18579001,Promoter
15,34588000,34588801,Promoter
11,36287800,36290200,Promoter
X,131816600,131817601,Promoter
9,137167800,137169801,Promoter
10,95761800,95762001,Promoter
20,5531000,5531201,Promoter
20,33562400,33563601,Promoter
10,103557600,103559001,Promoter
15,48329800,48334001,Promoter
21,31557400,31561400,Promoter
6,79869800,79870201,Promoter
1,1063600,1064601,Promoter
3,148987400,148987801,Promoter
8,106058401,106060801,Promoter
3,174438800,174442801,Promoter
21,44424601,44426600,Promoter
2,196798000,196800600,Promoter
2,190887400,190888201,Promoter
16,28290600,28295201,Promoter
11,118892800,118893201,Promoter
2,74481000,74484601,Promoter
20,32449600,32449801,Promoter
19,52922200,52924601,Promoter
12,56256400,56259401,Promoter
11,73220600,73220801,Promoter
2,197295200,197298201,Promoter
4,25375600,25379201,Promoter
8,64377800,64378401,Promoter
8,56113200,56113801,Promoter
16,79592000,79603201,Promoter
17,43270000,43275201,Promoter
6,13613600,13617201,Promoter
16,1543600,1544201,Promoter
16,647800,650801,Promoter
15,45454600,45457001,Promoter
1,234530600,234536801,Promoter
11,75150600,75150801,Promoter
15,101246400,101247001,Promoter
1,70220600,70224001,Promoter
19,1016400,1018601,Promoter
16,239600,239801,Promoter
11,112960800,112964601,Promoter
14,63725000,63728801,Promoter
22,43861200,43863200,Promoter
11,64303400,64303801,Promoter
12,119593201,119596601,Promoter
17,43899600,43901201,Promoter
19,18274600,18275801,Promoter
16,54923800,54925001,Promoter
19,34962000,34965400,Promoter
12,110349800,110350401,Promoter
6,32126800,32131401,Promoter
2,98335000,98335201,Promoter
9,129576600,129576801,Promoter
7,1536400,1539401,Promoter
22,30242000,30242601,Promoter
1,228416000,228417401,Promoter
20,5947800,5948001,Promoter
3,46989400,46990401,Promoter
19,43535600,43535801,Promoter
12,31616201,31616600,Promoter
9,14352600,14353001,Promoter
6,30913001,30915801,Promoter
8,53878600,53883001,Promoter
9,136806600,136811001,Promoter
X,91434001,91436601,Promoter
9,113274200,113277001,Promoter
5,35989401,35991800,Promoter
5,68283000,68283201,Promoter
12,123382800,123385601,Promoter
17,40315600,40316001,Promoter
14,75293200,75296601,Promoter
11,34354001,34359801,Promoter
22,39020200,39023001,Promoter
15,76988400,76988601,Promoter
16,80802800,80805201,Promoter
16,15645400,15645601,Promoter
15,30488200,30488401,Promoter
9,136354000,136355801,Promoter
9,93130000,93130201,Promoter
7,158812600,158812801,Promoter
16,3187400,3190401,Promoter
1,205312600,205314601,Promoter
12,6968800,6972401,Promoter
8,42376800,42377201,Promoter
3,184565200,184566801,Promoter
5,150507800,150508601,Promoter
21,44454601,44456601,Promoter
15,33066200,33067001,Promoter
2,47033400,47035801,Promoter
1,27589400,27590001,Promoter
17,45231600,45231801,Promoter
17,27630600,27633601,Promoter
1,160704200,160704401,Promoter
22,22786201,22786601,Promoter
1,225508400,225508801,Promoter
14,22819000,22820401,Promoter
12,109878000,109881201,Promoter
10,33341600,33341801,Promoter
4,1714800,1715601,Promoter
1,209937200,209939600,Promoter
12,52185800,52186001,Promoter
2,200810000,200814601,Promoter
X,45761400,45761801,Promoter
5,132455800,132456801,Promoter
12,1590200,1595801,Promoter
10,93071800,93075001,Promoter
14,103278801,103280001,Promoter
16,89358600,89359001,Promoter
5,14141600,14148001,Promoter
6,37498800,37500801,Promoter
7,114929800,114930201,Promoter
11,47374800,47379401,Promoter
20,541000,544601,Promoter
13,40769800,40772201,Promoter
7,32956600,32959201,Promoter
6,134541400,134541800,Promoter
6,27250201,27252600,Promoter
22,50620000,50623001,Promoter
16,227600,230200,Promoter
6,81812200,81812801,Promoter
X,150696200,150697201,Promoter
5,177832800,177833400,Promoter
6,44225800,44226801,Promoter
14,75300800,75301001,Promoter
X,152697601,152699801,Promoter
16,14910400,14914201,Promoter
10,71748400,71749001,Promoter
19,47417600,47419801,Promoter
22,46575600,46580001,Promoter
5,80127400,80128201,Promoter
12,66301400,66305201,Promoter
11,124745800,124747401,Promoter
10,79346600,79350201,Promoter
7,157612600,157614001,Promoter
1,31582400,31582601,Promoter
5,139560400,139564401,Promoter
5,37836000,37841001,Promoter
22,45507200,45507401,Promoter
19,57933801,57936000,Promoter
20,62370600,62370801,Promoter
19,55633400,55633601,Promoter
1,64904000,64904801,Promoter
4,55819401,55820201,Promoter
7,87598600,87601400,Promoter
17,7029800,7030201,Promoter
1,30760400,30761001,Promoter
22,21665200,21667401,Promoter
22,44068800,44069201,Promoter
1,155939600,155939801,Promoter
4,69856801,69860401,Promoter
3,59386400,59386601,Promoter
3,119560000,119560201,Promoter
1,209646800,209647001,Promoter
1,40038600,40044401,Promoter
2,144703400,144704801,Promoter
5,173926000,173926201,Promoter
4,83534800,83539401,Promoter
16,82034800,82038400,Promoter
1,144521200,144521601,Promoter
7,150678400,150678801,Promoter
2,28904200,28904401,Promoter
8,79763200,79769401,Promoter
20,6213000,6214000,Promoter
12,55825600,55832601,Promoter
9,128091000,128095001,Promoter
9,86280800,86284001,Promoter
7,142519200,142519401,Promoter
10,119027401,119031801,Promoter
1,203028000,203028601,Promoter
20,32356800,32361401,Promoter
3,57593200,57599601,Promoter
11,64971400,64972401,Promoter
14,24423800,24424401,Promoter
14,70905600,70905801,Promoter
9,128879600,128885401,Promoter
22,36252600,36254601,Promoter
4,131737200,131737801,Promoter
2,8543000,8544001,Promoter
11,7512400,7515601,Promoter
16,24988600,24989201,Promoter
1,31700600,31705801,Promoter
1,1211800,1218201,Promoter
12,98642600,98647601,Promoter
18,75202200,75202401,Promoter
11,85809200,85812001,Promoter
4,120064400,120068601,Promoter
3,124828200,124828401,Promoter
3,48445400,48448201,Promoter
17,4498200,4501401,Promoter
20,1001801,1002801,Promoter
12,3199200,3203401,Promoter
17,45128200,45128601,Promoter
19,7348000,7351601,Promoter
5,142697200,142698201,Promoter
9,137204000,137207201,Promoter
5,139460200,139460601,Promoter
5,177462000,177462201,Promoter
19,35994000,35997001,Promoter
10,126670201,126671000,Promoter
2,74655400,74655601,Promoter
13,41192400,41195601,Promoter
6,31766001,31767001,Promoter
3,71057200,71058001,Promoter
1,91500000,91503201,Promoter
12,8456600,8456801,Promoter
11,65586400,65589401,Promoter
6,39887600,39887801,Promoter
11,96587800,96592201,Promoter
4,183959000,183961601,Promoter
16,68447800,68449601,Promoter
3,123799001,123799401,Promoter
17,40362400,40365001,Promoter
19,6667000,6671001,Promoter
6,10659200,10660401,Promoter
5,141355000,141355800,Promoter
21,5116000,5123801,Promoter
11,65439600,65440001,Promoter
7,75357800,75361601,Promoter
2,177245400,177245601,Promoter
6,125744600,125745401,Promoter
7,44041800,44047001,Promoter
6,87151200,87158601,Promoter
20,23356001,23364401,Promoter
7,148881800,148885801,Promoter
10,1235001,1240601,Promoter
7,74288400,74291401,Promoter
10,44996400,44996801,Promoter
4,156774600,156776201,Promoter
1,155206800,155210401,Promoter
17,44946000,44948601,Promoter
12,10395600,10396401,Promoter
18,13613600,13613801,Promoter
2,209145201,209145801,Promoter
1,2584600,2588601,Promoter
20,38221000,38221201,Promoter
9,113339200,113341001,Promoter
22,35410600,35411201,Promoter
20,45255000,45255201,Promoter
5,170491400,170491801,Promoter
13,23431400,23434201,Promoter
5,88388800,88398401,Promoter
18,57620200,57623200,Promoter
15,91857400,91858601,Promoter
3,57169800,57170601,Promoter
19,14003000,14007801,Promoter
14,22798600,22798801,Promoter
13,47998800,48002601,Promoter
9,112177200,112177401,Promoter
14,73723600,73724801,Promoter
X,147911000,147915201,Promoter
1,108828000,108828601,Promoter
17,7138600,7139201,Promoter
8,17908600,17908801,Promoter
4,3372000,3372201,Promoter
12,47772001,47775001,Promoter
1,149161800,149163801,Promoter
22,21044200,21046601,Promoter
12,47737400,47737601,Promoter
1,206336200,206337401,Promoter
19,48323200,48323801,Promoter
6,34655800,34658201,Promoter
11,933200,933401,Promoter
4,5707400,5709401,Promoter
7,128403601,128411401,Promoter
1,46666800,46669600,Promoter
11,120324401,120326601,Promoter
2,130143600,130145601,Promoter
22,30504600,30506001,Promoter
12,109019801,109021401,Promoter
19,46732000,46732401,Promoter
1,150970800,150978401,Promoter
2,178476600,178476801,Promoter
13,98328000,98328401,Promoter
22,42580400,42582601,Promoter
9,134409200,134409601,Promoter
7,151167000,151168401,Promoter
17,75155600,75156001,Promoter
5,160417400,160424401,Promoter
3,160485201,160486601,Promoter
2,47343001,47346201,Promoter
8,123648800,123654201,Promoter
22,24805600,24807401,Promoter
9,112863400,112863601,Promoter
17,42521200,42521401,Promoter
5,270400,273801,Promoter
19,37209400,37211600,Promoter
4,80080200,80080401,Promoter
17,78838600,78842401,Promoter
18,77108000,77108601,Promoter
2,25167801,25169001,Promoter
11,67379200,67379401,Promoter
19,39943400,39943801,Promoter
14,50825000,50826201,Promoter
20,62873800,62874401,Promoter
17,76080200,76080801,Promoter
16,1350600,1353801,Promoter
9,133082600,133083801,Promoter
12,644800,645001,Promoter
4,127781200,127785800,Promoter
11,66011600,66012601,Promoter
9,71759600,71761201,Promoter
5,160472800,160473601,Promoter
22,40449000,40449201,Promoter
8,18850800,18855201,Promoter
17,81284800,81286201,Promoter
4,34181800,34182201,Promoter
7,143287400,143291001,Promoter
14,21723400,21723801,Promoter
14,76924800,76925001,Promoter
10,13158200,13159001,Promoter
3,42599200,42602601,Promoter
1,117002200,117003001,Promoter
12,103963800,103967801,Promoter
16,23497000,23497401,Promoter
1,202020400,202020601,Promoter
22,17761000,17761201,Promoter
17,415600,417001,Promoter
17,13016600,13019201,Promoter
11,122154000,122154201,Promoter
17,51257400,51262601,Promoter
8,6706200,6711201,Promoter
16,69423400,69426801,Promoter
7,131552000,131558601,Promoter
1,26274600,26277401,Promoter
11,20022600,20025601,Promoter
1,153628400,153630801,Promoter
8,133520000,133520401,Promoter
18,47263600,47265000,Promoter
9,113580200,113582401,Promoter
12,108282600,108283201,Promoter
2,170751601,170752000,Promoter
10,60082601,60083200,Promoter
3,9361800,9364401,Promoter
6,152979400,152985401,Promoter
3,45840800,45842801,Promoter
4,53363400,53367201,Promoter
16,31214000,31216601,Promoter
5,141521200,141521401,Promoter
12,124560800,124562001,Promoter
14,69766000,69769601,Promoter
1,40396600,40397201,Promoter
1,26825800,26832401,Promoter
19,17224600,17227601,Promoter
13,30738800,30739401,Promoter
9,34635800,34639001,Promoter
11,133947400,133947601,Promoter
19,35672801,35674200,Promoter
5,93572000,93573601,Promoter
19,1383000,1385401,Promoter
11,28105600,28111801,Promoter
19,4908800,4912601,Promoter
22,20019400,20023401,Promoter
9,61658801,61659201,Promoter
3,125957801,125958800,Promoter
19,7706000,7706401,Promoter
8,37796200,37800401,Promoter
6,6598000,6598801,Promoter
7,144293000,144295801,Promoter
19,45645200,45646801,Promoter
2,218384600,218384801,Promoter
10,109996400,109997401,Promoter
15,68930200,68931600,Promoter
6,32951200,32953801,Promoter
19,33394000,33394201,Promoter
X,113990000,113991801,Promoter
2,138778800,138781001,Promoter
15,64986400,64986601,Promoter
16,75494000,75496000,Promoter
9,112754400,112754801,Promoter
6,3126400,3127001,Promoter
12,124294800,124298001,Promoter
11,66369600,66373201,Promoter
8,131309600,131314000,Promoter
14,68000000,68000401,Promoter
22,19446000,19449401,Promoter
10,124790400,124793201,Promoter
19,44776200,44780001,Promoter
12,11546200,11546601,Promoter
10,6148800,6149201,Promoter
16,57799600,57803801,Promoter
2,24336000,24336401,Promoter
2,221568800,221574601,Promoter
1,247447600,247449001,Promoter
19,48809200,48809401,Promoter
17,57045200,57047401,Promoter
10,127888600,127893001,Promoter
8,17159200,17159801,Promoter
7,99324600,99327801,Promoter
17,43231201,43236401,Promoter
2,36361200,36361401,Promoter
8,108652000,108652401,Promoter
13,113206800,113211401,Promoter
1,247415600,247420201,Promoter
11,128505200,128511201,Promoter
20,62818400,62818601,Promoter
12,110279600,110287401,Promoter
X,40148600,40149801,Promoter
5,60698200,60701201,Promoter
20,17956600,17956801,Promoter
2,197293000,197294601,Promoter
6,35213400,35215601,Promoter
4,99085800,99091601,Promoter
17,7587800,7590401,Promoter
19,47133200,47133401,Promoter
7,151734600,151737001,Promoter
9,127921800,127922201,Promoter
5,34006400,34009201,Promoter
10,101569401,101571201,Promoter
18,77014000,77014401,Promoter
